,Area,Children,Age,Income,Marital,Gender,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Churn
2861,1,4,36,116453.0,2,0,10.45427,12,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,2,9.693608,129.9598,1607.273001,5,5,5,4,2,6,4,5,Yes
9739,1,1,77,46835.84,1,0,8.5269,12,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,41.98389,200.1323,4333.830722,4,3,4,5,4,5,4,5,Yes
2077,0,8,67,16944.5,1,0,4.407474,18,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,3,11.61721,252.624,1671.56323,4,3,3,4,2,3,5,3,Yes
8345,2,1,49,11267.89,3,0,6.764861,11,1,2,0,1,1,0,0,1,0,1,1,0,0,0,0,0,3,63.71082,117.4686,5832.660558,4,3,3,4,3,2,3,4,No
840,0,0,65,28056.39,0,0,7.637291768,12,2,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,3,19.76529476,200.118516,2441.022927,4,4,3,5,4,3,3,4,Yes
8175,1,5,48,36405.73,1,1,7.223478,11,1,0,0,2,0,0,2,1,0,0,0,1,0,1,0,1,2,43.18342,117.4858,4022.432118,4,3,4,4,2,4,5,5,No
7729,2,4,64,14780.0,0,0,16.99335,15,0,2,0,1,1,1,1,1,1,1,0,1,0,1,0,1,3,66.63268,184.9853,5960.671631,1,2,2,3,6,2,2,3,No
9924,0,3,23,67050.85,0,1,7.764846,14,0,2,0,0,1,1,2,1,1,0,0,1,0,1,1,1,2,67.09737,220.1615,6335.700634,2,2,3,3,4,3,4,3,No
3181,2,0,38,54832.87,3,2,12.79698,12,2,0,0,1,0,1,2,1,0,0,1,0,1,0,1,0,2,20.3759,149.9707,1958.648355,5,3,4,4,3,4,3,4,No
8431,0,0,84,27123.66,0,0,12.32696,13,1,0,1,0,1,1,2,1,0,1,1,1,1,0,1,1,3,69.36684,165.0113,5986.22023,3,3,4,4,3,5,5,4,No
6676,0,4,58,56855.18,1,0,8.180039,15,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,68.19429,137.4872,5769.653638,4,4,6,4,3,3,4,3,No
7575,0,8,51,11712.45,1,0,11.83848,10,1,0,0,0,0,0,2,1,0,0,0,1,0,1,1,0,1,62.5016,187.656,5902.250031,3,1,3,4,4,2,4,4,No
7097,0,0,40,38077.09,2,1,12.63262,15,0,0,1,1,1,0,2,0,0,0,1,0,0,1,1,0,1,69.14122,197.6288,6291.972267,3,3,3,4,4,2,2,2,No
3395,1,1,80,53461.96,3,1,7.629733,16,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,2,9.074838,194.9699,1097.005959,4,3,3,4,2,3,4,4,Yes
557,2,1,54,51203.14,4,0,8.776451212,13,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1.410971237,169.937833,382.5347203,3,3,2,5,3,3,4,3,Yes
4918,1,1,55,60004.46,2,1,12.74256,16,2,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,3,10.15306,157.4836,1081.276543,4,4,4,3,2,5,5,4,Yes
665,0,2,37,111380.52,2,1,5.129502971,15,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,2,1.846161288,79.978861,333.3304389,3,2,3,3,3,4,2,5,No
3098,2,1,64,27549.98,2,0,8.76848,16,2,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,10.59517,182.4433,1587.727149,4,4,4,3,5,4,3,4,Yes
589,0,3,71,82554.24,3,0,4.12236456,18,1,0,0,1,0,0,2,1,0,0,0,0,1,0,0,0,3,3.113737885,92.488023,278.5411418,3,3,3,2,5,3,3,3,No
3180,2,2,86,80536.9,2,1,13.15184,10,0,1,0,0,0,0,2,1,1,0,1,1,0,1,0,0,3,9.000072,172.4871,1170.521193,4,4,3,4,3,3,4,3,Yes
3338,0,7,89,93936.05,1,1,12.63119,14,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,8.301576,232.6228,1436.945723,3,3,3,2,4,2,2,4,No
2438,1,2,80,44078.45,1,0,8.546853,11,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,3,5.620998,139.965,1077.685443,1,2,2,3,5,1,3,1,Yes
9400,0,0,42,25678.29,3,0,9.381688,11,0,0,0,1,1,1,2,1,1,0,1,0,0,0,0,1,1,41.17585,134.9801,3561.612414,3,4,3,5,2,4,4,4,No
5566,0,8,89,74303.71,0,0,12.21401,12,0,0,0,1,0,0,2,1,0,1,0,0,0,0,1,0,3,61.22216,117.4835,5365.288201,1,3,2,3,4,3,5,2,No
5413,2,3,19,53165.55,2,0,7.997538,11,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,54.50776,172.4579,5030.771701,4,4,5,3,4,4,4,5,No
7686,0,5,31,31551.04,3,0,13.01228,13,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,69.13737,242.6326,6481.198108,3,3,4,5,4,3,4,4,No
3741,0,4,28,77751.56,3,0,9.30537,13,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,2,2.657783,252.624,942.1751694,6,4,6,2,4,5,5,3,Yes
2272,2,2,79,14493.59,4,1,13.49337,14,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,2,6.403857,235.1372,1588.073926,4,5,4,4,4,4,4,5,Yes
1625,1,5,71,82960.42,4,1,9.885701354,5,0,1,1,0,1,1,2,1,0,1,0,0,1,0,0,0,3,4.589210527,95.005709,618.4967851,3,3,4,2,3,3,3,4,No
9360,1,2,77,36779.58,3,0,7.371937,14,2,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,2,70.92476,139.9349,6483.348101,4,4,4,4,2,3,3,5,No
5897,1,2,43,31808.9,0,0,12.0039,8,2,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,62.11875,174.9768,5940.705687,4,4,3,3,2,3,5,4,No
9328,2,4,34,43342.37,0,1,6.880176,12,1,0,1,1,0,1,2,1,1,0,1,0,1,1,0,1,1,44.73398,172.4733,4249.716645,5,4,5,4,2,4,4,3,No
4652,1,3,29,50156.65,3,1,13.2393,9,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,3,10.13859,79.97886,1069.807995,3,3,3,3,5,2,3,3,No
4782,2,2,44,36991.79,1,0,6.666431,6,1,0,1,2,0,0,1,1,1,0,1,1,0,0,0,1,2,13.17784,179.9794,1407.673878,4,4,5,4,3,3,4,4,No
9221,1,3,74,11369.93,1,0,10.77736,10,3,0,0,0,0,0,2,1,0,0,1,0,0,1,1,1,0,70.50786,197.6288,6337.777813,3,3,2,3,3,3,3,3,No
787,1,0,65,15543.8,2,1,7.458066464,14,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,2,2.831804349,114.972827,335.9239723,5,6,4,2,4,6,3,3,No
1505,0,2,47,30342.56,1,1,12.2679124,14,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3,17.64373477,112.455141,1594.963149,4,3,2,3,3,3,3,4,No
8733,2,0,18,29267.03,4,1,11.83986,12,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,60.50817,174.9618,5474.791065,4,2,5,6,3,3,4,6,No
6927,0,0,27,23589.3,2,1,10.77653,13,2,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,68.06711,182.4433,6469.664211,5,4,4,5,1,5,5,5,No
3584,0,0,19,5391.05,0,0,8.964173,11,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,2,10.85354,142.4689,1639.236491,2,3,1,3,5,2,3,3,No
1755,1,0,27,43976.9,1,1,12.57357797,19,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,6.805071944,124.964303,715.1931007,3,4,4,5,2,3,3,5,No
6789,2,0,42,8156.42,2,0,7.67685,9,0,1,0,2,1,1,0,1,1,1,0,0,0,0,0,1,1,64.6641,127.4783,5880.897031,4,4,4,4,5,2,4,4,No
8279,0,1,41,15651.78,1,1,10.09753,13,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,69.70982,167.4564,6015.97413,3,3,3,4,4,3,3,3,No
274,2,0,41,56154.5,1,0,6.348897952,10,3,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,3,2.585228303,157.483594,394.0148722,1,2,2,2,2,3,3,1,No
8682,1,4,33,43343.9,1,1,10.82867,11,2,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,2,51.72997,172.4742,4744.535154,4,4,4,3,3,4,5,5,No
6418,0,8,32,38469.46,2,0,4.463867,19,1,2,1,0,1,1,2,1,0,1,0,1,0,1,1,1,3,64.46737,190.1737,6200.818914,3,2,3,4,2,4,5,5,No
1616,1,0,42,18470.04,1,1,6.683151371,15,3,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1,21.04742054,202.443347,2154.298838,4,3,4,3,4,4,1,4,No
1604,2,0,83,30334.52,3,1,14.89095018,16,1,0,0,2,0,0,2,1,0,0,1,1,1,0,1,1,2,3.954689282,162.493654,636.8514545,4,3,3,5,2,3,4,3,Yes
1769,0,0,72,32396.94,2,0,7.011648779,13,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,3,2.661325529,162.468917,380.7222437,3,4,3,4,3,4,3,3,No
701,2,0,34,120435.58,0,1,8.365498538,9,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,2,16.66441267,184.979684,2230.367018,2,3,2,3,3,2,4,4,No
5551,2,1,52,41329.2,4,0,5.217412,11,2,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,2,59.01535,149.9483,5055.536874,3,2,2,2,4,2,2,3,No
579,2,4,26,15518.51,2,1,9.877572075,7,1,2,0,2,0,0,1,1,1,1,1,1,1,0,1,0,0,5.884557067,229.993134,1252.155771,5,5,4,4,3,5,5,4,No
6116,0,2,53,28119.92,4,0,9.034088,6,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,2,50.36108,162.4526,4538.800188,4,5,3,4,4,4,3,4,No
366,2,4,42,28909.96,0,1,8.601959705,9,0,0,1,0,1,1,2,1,1,0,0,0,0,0,0,0,0,7.663625954,112.484375,927.1279646,4,4,3,3,3,4,4,5,Yes
2800,2,2,76,61325.92,3,0,10.5802,12,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,3,5.954975,117.4392,1069.152457,3,4,3,3,3,4,3,3,Yes
1031,2,2,27,47114.13,3,0,7.728340502,6,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,2,5.376652863,162.497044,1312.896111,4,4,4,2,5,3,3,4,No
4641,0,2,65,44087.97,0,0,5.587786,6,0,1,0,2,0,0,1,1,0,1,0,0,1,1,0,0,2,7.813168,152.466,923.5059358,4,4,5,5,3,6,4,4,No
4442,2,1,27,62893.96,3,0,9.291642,12,1,0,0,2,0,0,2,1,1,1,0,0,0,0,0,0,3,21.36386,115.0021,1999.438675,3,4,3,4,5,3,3,4,No
2218,0,1,32,4032.31,4,0,7.144377,13,0,0,0,2,1,1,1,1,1,0,0,1,0,1,0,0,2,13.14986,182.4676,1515.763354,3,3,4,3,3,5,4,5,No
6268,1,2,76,90643.01,2,1,6.556398,10,2,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,3,51.95172,139.9512,4888.502724,5,5,3,2,6,3,2,4,No
4633,0,4,54,27152.87,3,0,10.64116,12,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,3,5.924783,159.9349,880.8737878,2,3,3,2,4,5,3,3,Yes
9319,0,3,42,65893.07,0,2,11.33648,16,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,51.426,220.1185,4750.441086,3,4,4,6,2,4,5,3,No
5109,2,2,82,35786.6,3,1,7.857338,15,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,42.73326,142.4689,4188.693579,3,3,4,4,4,3,3,4,No
1143,1,3,74,87428.18,3,1,7.92642809,10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,2,3.072369855,169.974105,584.4226607,3,4,4,5,3,2,6,4,Yes
452,1,0,67,37852.37,0,1,7.048563699,14,2,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,2,1.914386255,134.950905,272.9823095,4,3,3,3,4,3,3,3,No
5660,2,0,38,92352.67,1,0,7.82306,20,2,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,2,61.18403,187.4847,5502.689262,5,3,3,2,5,3,4,4,No
3515,2,1,69,20297.39,1,1,11.52687,11,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,3,4.444135,139.9349,1078.567268,2,2,2,3,3,4,4,3,Yes
8113,1,0,64,83910.59,4,0,11.16856,11,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,60.1541,124.9643,4882.901543,4,2,3,4,4,3,3,3,No
37,2,1,25,36229.21,2,0,9.447065309,9,2,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,2,7.161561527,140.00128,1340.930156,5,6,4,2,5,3,3,3,No
6302,0,0,45,15818.64,1,1,11.9571,9,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,2,63.00356,129.9778,5843.648096,6,4,6,6,3,5,4,3,No
4502,1,0,87,348.67,2,1,10.36876,17,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,2,14.86376,202.6362,2089.529125,3,2,3,4,3,3,2,3,Yes
5437,2,0,47,42617.19,0,0,8.850749,14,0,0,0,0,1,1,2,0,0,0,1,0,1,0,0,1,2,65.44764,114.9838,5466.37029,3,3,3,5,3,2,3,4,No
9224,2,0,50,36068.74,4,1,5.547142,9,1,0,0,2,1,0,0,1,0,0,1,0,0,1,0,1,3,61.85144,139.9349,5813.907009,3,3,4,4,2,2,3,3,No
1958,0,1,22,29653.48,0,1,4.630760428,12,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,3,11.42145103,187.609354,1971.843122,4,4,3,1,4,5,3,4,Yes
1716,1,1,44,29579.69,2,0,4.708283677,11,1,0,0,2,1,0,1,1,1,0,1,0,0,0,1,1,3,10.16298067,202.443347,1204.39272,4,4,4,4,3,3,5,4,Yes
3581,1,0,50,4191.82,3,1,7.351756,10,1,0,0,2,0,0,2,1,1,0,0,1,0,1,1,0,2,1.280342,220.1615,761.9185367,4,5,5,5,3,4,4,3,Yes
1010,2,1,80,35681.35,2,1,13.62253111,9,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,2,3.976063151,179.979358,587.1708313,3,3,2,4,2,2,3,2,Yes
9045,0,0,81,81288.92,0,0,8.050811,16,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,71.45681,147.4421,5908.641632,2,2,3,3,5,2,3,3,No
3277,0,4,50,3853.35,0,1,10.29605,5,0,0,0,2,1,1,2,1,1,1,0,0,1,0,1,1,2,2.049307,162.4982,680.0803141,4,3,3,2,4,3,4,3,No
7183,1,3,89,5331.26,1,1,8.796259,15,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,48.80395,117.4392,4615.321143,5,5,5,5,4,3,4,3,No
7616,1,1,50,72431.08,3,0,12.06559,14,1,2,0,0,0,0,2,1,0,0,0,0,0,1,1,0,3,53.36122,175.1331,4855.947409,4,5,4,5,2,4,5,5,No
9283,2,4,44,28619.23,4,0,9.704564,13,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,3,59.36904,127.4958,5163.3129,4,4,3,4,3,4,4,4,No
6042,0,1,20,17631.83,0,0,8.844782,15,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,3,68.46483,174.9882,6540.061159,4,5,4,4,2,4,5,4,No
6335,2,1,32,85844.61,4,0,13.2872,6,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,60.07014,195.0062,5338.013529,2,2,2,2,4,3,2,1,No
3202,0,0,84,36779.84,0,1,10.03056,14,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,1,2,3.83138,162.5007,538.9921729,2,2,2,5,2,5,4,3,No
8229,2,0,52,31234.72,2,1,10.93917,13,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,57.72738,149.9741,5456.006313,2,3,4,2,3,3,1,3,No
3457,0,4,57,25209.97,1,0,11.4665,15,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,3,11.84721,172.4624,1409.472824,1,2,2,4,3,2,2,2,No
6729,2,4,60,55474.59,4,1,7.280294,15,0,0,0,2,1,0,1,1,1,1,1,0,1,0,1,0,0,63.08587,217.4702,5742.488347,3,3,4,3,4,4,3,2,No
7559,0,0,35,42072.37,2,1,11.90199,17,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,3,52.07089,129.9621,5052.845925,5,4,4,5,3,4,4,3,No
3130,2,1,50,120286.2,0,1,9.083996,16,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,2.159586,184.9634,1110.767158,2,2,3,4,4,4,4,1,No
2867,0,1,76,71560.17,3,1,8.989551,12,2,0,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,13.96391,139.9512,1745.07852,4,3,3,2,5,3,3,3,Yes
8641,2,2,76,34685.97,1,0,10.26191,16,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,3,47.62011,162.4713,4159.078651,3,4,4,4,2,3,4,4,No
6214,0,1,48,84378.57,4,1,14.17634,13,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,3,54.03406,127.4738,5135.275111,2,3,2,3,2,4,3,3,No
5877,0,0,70,35738.78,3,1,10.39931,14,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,60.92178,114.9509,5511.579607,3,3,4,3,4,3,3,2,No
912,0,4,20,70419.88,0,0,12.36821127,7,2,0,1,1,0,1,2,1,0,1,1,1,0,1,1,1,3,9.651065829,212.669463,1719.483972,2,2,1,2,4,1,2,1,No
8758,2,2,42,83829.32,1,1,8.890323,9,0,0,1,2,1,0,0,1,1,0,0,1,0,0,0,1,2,64.25291,137.4836,6001.002897,5,4,3,4,2,4,4,3,No
7520,0,1,43,71027.51,1,1,9.775283,11,0,0,1,0,1,0,2,1,0,0,0,0,1,0,0,0,3,61.6107,92.48802,5184.174341,3,3,4,3,5,4,3,3,No
812,2,1,39,98173.49,2,0,6.483393995,15,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,5.786960464,207.609354,993.8801154,5,3,5,4,4,4,5,6,Yes
2472,1,3,57,25408.07,1,1,15.88055,14,0,0,0,0,0,0,2,1,0,1,1,1,0,0,1,0,2,1.895979,152.5022,716.6438092,3,5,4,5,5,2,2,3,Yes
2692,2,0,86,40316.05,2,1,15.35399,10,2,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,3.628867,184.967,601.2192303,4,4,4,4,2,5,5,3,No
4942,0,2,26,29977.3,4,1,9.662482,12,2,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,2,6.214633,172.4555,1056.212192,5,4,4,3,3,4,5,3,No
8197,2,0,24,26774.77,2,0,8.727337,14,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,68.03889,144.9607,5727.737286,4,5,4,3,3,5,6,4,No
1417,0,1,59,50103.36,2,0,6.223741222,11,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,3,23.44153546,127.481989,1997.134556,4,5,4,4,3,4,4,3,No
3255,0,0,36,37715.18,3,0,10.67816,10,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,9.93773,159.965,1100.58554,3,5,2,5,4,4,4,3,No
8662,0,0,26,61210.24,3,1,12.68725,15,3,0,0,2,0,1,2,1,0,0,0,1,0,1,0,1,1,45.48614,117.4858,4129.318617,5,5,5,4,3,6,5,5,No
3685,2,4,71,56728.64,0,0,10.36633,15,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,20.5032,182.4608,2068.674053,4,3,5,5,2,5,4,6,No
8727,1,5,28,36474.65,2,1,9.177935,11,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,61.70273,137.4836,5930.301451,4,4,3,1,5,3,2,1,No
5304,1,2,82,30980.48,2,1,11.42347,12,0,0,0,0,1,0,2,1,1,0,0,1,0,0,1,1,3,69.54744,159.9942,6049.865594,4,4,3,3,4,4,3,2,No
6446,1,1,31,6193.94,2,0,9.843695,15,3,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,3,56.79978,137.4686,4911.905543,4,4,4,4,2,5,5,5,No
5993,1,1,26,43750.13,1,1,10.29854,8,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,67.18986,104.9781,6191.373013,4,4,4,4,4,4,4,4,No
3705,0,8,41,60834.36,2,0,8.31138,8,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,3,9.19773,142.5007,1697.166405,5,4,2,4,4,4,5,5,Yes
698,2,0,43,23311.73,2,0,8.375886131,18,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,2.995498523,242.610632,1300.689811,4,4,2,3,5,3,1,3,Yes
7312,2,2,65,27669.81,3,0,10.29073,12,0,1,0,2,0,1,0,1,0,1,0,0,0,1,1,1,1,68.57417,190.127,6572.766125,3,3,1,4,3,4,3,5,No
2450,2,6,22,53008.8,3,0,9.31867,14,1,1,1,1,1,1,2,1,0,0,0,1,0,0,0,1,1,1.805094,92.5018,505.1435902,5,4,4,3,3,4,3,4,No
6247,1,3,78,20797.96,2,1,7.498323,12,1,0,0,0,0,0,2,1,1,1,0,0,0,1,0,1,2,48.16091,139.9861,4332.356783,3,3,4,3,3,2,4,3,No
4720,0,1,66,21810.7,1,0,10.05819,13,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,4.685087,217.484,843.7651173,4,3,4,3,3,4,4,3,No
6692,2,3,27,80318.07,2,1,5.577857,17,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,56.1122,149.9621,5089.070944,1,3,2,3,4,3,3,3,No
2069,0,1,46,67172.04,3,1,11.07391,16,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,2,12.85483,142.4526,1918.333346,4,3,4,3,5,3,2,2,No
5059,1,3,64,21607.29,1,0,10.69966,8,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,2,62.43987,194.9744,5469.381433,4,4,4,5,3,4,3,5,No
3677,2,3,44,35306.17,4,1,7.902938,11,3,0,1,2,0,1,1,1,0,0,1,0,0,0,1,1,1,16.15713,169.9378,1767.444722,3,2,3,4,3,5,5,4,No
6167,2,1,33,20782.65,3,0,12.48501,12,0,0,0,2,0,0,1,1,0,1,1,1,0,0,1,1,1,68.87727,184.9785,6139.778068,3,3,3,2,5,2,1,1,No
5750,2,0,23,71070.02,0,1,9.592831,11,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,3,64.44732,149.9447,6093.091927,3,3,3,3,3,3,5,3,No
2754,0,2,21,32423.61,3,1,12.7185,17,1,0,0,2,1,0,0,1,1,1,0,0,0,0,1,0,2,10.44767,162.4653,1810.906541,3,3,4,4,2,4,2,4,No
7085,2,1,41,31003.14,3,1,13.54783,16,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,3,59.65149,129.9598,5674.253089,5,5,4,4,4,5,4,4,No
2798,0,0,19,16764.77,3,0,15.71715,15,3,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,3,6.853152,149.9741,1313.391104,5,4,5,3,6,3,4,3,No
8272,2,3,74,19659.9,3,0,6.115623,14,0,1,0,2,0,0,2,1,0,0,1,1,1,1,0,1,2,55.15571,152.4907,4907.861735,3,3,4,4,2,4,6,4,No
4309,1,3,35,46770.27,3,1,10.5871,17,0,1,0,0,0,1,2,1,1,0,1,0,0,0,0,0,2,7.294292,134.9801,983.0214047,5,3,3,4,4,3,4,5,No
4662,0,2,86,12975.69,2,1,12.13152,11,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,2,5.188006,127.4738,1039.131091,4,4,3,4,2,4,2,4,No
3545,2,2,75,32719.05,3,1,9.566777,13,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,10.78369,159.9512,1105.06706,2,2,2,3,3,3,4,3,No
1250,0,1,39,73624.07,3,0,13.75454575,8,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,9.566169913,104.97808,1344.903546,4,4,4,4,3,5,3,3,No
8521,0,2,54,10992.89,4,1,11.18575,14,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,2,64.86438,184.9797,6175.765224,4,4,5,2,4,3,2,4,Yes
5931,2,4,56,32002.74,2,0,6.628418,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,56.83604,127.4421,5329.246171,4,3,5,4,2,3,4,3,No
9190,2,1,46,32703.9,2,0,4.757756,11,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,3,57.98641,172.4441,5084.889707,3,4,5,3,6,5,3,4,No
8498,2,0,61,108956.8,0,0,7.357459,10,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,3,43.40615,200.1323,4472.040669,2,2,2,4,4,3,2,3,Yes
3200,0,2,40,10832.11,4,1,8.042797,10,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,7.542197,79.97886,790.2154278,2,3,2,3,3,4,3,2,No
9944,0,0,85,46731.01,4,1,13.68878,9,0,0,0,2,1,0,1,1,0,0,0,1,1,0,1,1,3,59.85298,172.4742,5116.489299,3,4,4,4,5,3,3,2,No
2066,1,3,63,51251.22,2,0,10.41256,7,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,3,22.37984,169.9447,2146.833629,4,4,2,2,3,4,2,2,No
2911,0,5,54,8168.76,3,0,6.991807,15,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,3.583025,159.9349,719.7798137,3,3,3,5,2,4,2,2,No
6415,2,1,25,45035.77,1,0,7.625019,7,0,2,0,1,1,1,0,1,1,0,1,0,1,1,1,1,3,59.95075,255.1198,6061.603654,4,3,3,3,3,3,4,4,No
5629,0,0,23,8549.99,2,0,7.733514,10,0,0,0,1,0,1,2,1,1,1,0,1,0,0,1,1,1,54.2897,162.5119,4924.466653,4,2,3,3,5,3,2,3,No
102,2,0,53,23289.77,0,0,12.40165307,19,1,0,0,0,0,1,2,1,1,0,0,1,0,1,1,1,3,2.542296644,220.161527,808.4305471,2,4,3,2,3,3,5,3,Yes
6416,1,4,24,22431.45,3,0,14.15969,16,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,65.91841,142.5007,6277.33482,3,4,3,3,3,2,2,4,No
1788,2,1,40,3730.38,1,0,10.73059843,18,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,2,2.095488213,247.664655,1338.247732,3,3,2,5,3,4,3,3,Yes
2002,1,0,39,8809.37,0,0,12.27326,9,2,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,13.29584,139.9568,1392.096076,2,3,3,4,3,4,3,2,No
3925,2,3,67,5831.16,0,0,10.56848,16,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,10.86326,194.9699,1265.450999,2,3,3,5,1,5,3,4,No
4989,0,1,82,54264.21,2,0,11.60691,10,0,0,0,0,0,1,2,1,0,0,1,0,0,1,1,1,0,6.984409,197.6288,1045.005193,3,3,3,4,6,2,4,4,No
9685,1,1,21,118340.8,4,1,10.53369,18,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,58.53134,177.4876,5831.502124,4,3,4,2,6,3,3,4,No
