,Area,Children,Age,Income,Marital,Gender,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Churn
1837,2,0,52,22433.84,1,1,14.16841333,15,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,2,5.252073829,265.128318,1164.843819,4,4,5,4,3,5,3,4,Yes
6091,1,1,38,26129.71,3,0,11.90577,9,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,2,45.62317,162.4676,4570.378779,4,4,4,5,3,5,3,5,Yes
9165,2,1,44,79942.93,4,1,14.69877,13,1,0,0,2,0,0,0,1,0,1,0,0,1,0,0,1,2,66.57985,107.482,6076.755109,3,2,2,5,2,4,5,4,No
7835,1,1,72,34995.55,2,1,13.09283,12,1,2,0,1,0,0,1,0,1,0,0,0,0,1,1,1,2,58.12044,240.1149,5292.78252,6,3,4,2,4,4,5,4,No
3556,1,4,66,64478.9,3,0,9.983428,12,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,8.846877,127.4783,1351.805265,4,2,3,3,4,4,4,4,No
6237,1,3,23,31468.83,3,1,10.60962,11,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,2,46.1155,194.9699,4380.489566,4,4,4,2,5,2,3,3,No
5257,2,4,80,58012.2,2,0,14.33285,14,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,54.11264,270.1604,5655.619699,5,4,4,3,4,4,4,3,Yes
7416,2,1,29,59954.4,4,1,9.015432,7,0,0,1,2,0,1,0,1,0,0,0,0,0,1,0,1,1,70.77308,117.4392,6550.573563,2,2,4,3,4,3,3,4,No
7763,0,0,58,14493.87,1,0,9.933942,11,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,2,66.80803,192.4567,5679.413102,4,4,5,4,2,6,5,4,No
6937,1,1,79,40380.17,4,0,5.274568,16,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,3,64.4649,184.9496,5992.97277,4,5,4,3,3,3,5,5,No
7558,0,5,32,76110.3,1,0,11.31655,11,1,1,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,62.23239,92.45514,5721.203342,2,3,2,3,4,3,2,2,No
9634,1,1,82,70308.97,1,1,13.82786,15,0,2,0,0,0,1,1,1,0,0,1,0,0,0,1,1,2,71.4569,169.9378,6112.430745,4,4,4,4,4,3,3,3,No
1500,1,2,30,42991.1,0,1,10.11260574,16,1,0,0,2,0,0,1,1,1,0,1,1,0,1,0,1,0,2.656111103,204.963371,834.3144319,5,4,4,4,4,5,5,4,No
7336,1,1,61,38613.68,3,1,11.08536,15,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,2,58.77685,194.9768,5210.637512,3,3,1,3,3,2,2,3,No
6827,0,0,84,20544.61,2,0,15.22681,11,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,2,47.42715,144.9607,3842.137812,3,4,4,2,3,4,3,3,No
269,2,1,78,10767.15,0,1,14.57387887,13,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,1,3,2.411712843,197.516854,704.7552669,3,3,4,4,2,3,3,4,Yes
7809,2,3,35,33350.91,0,1,10.42876,9,1,1,0,2,0,1,0,1,1,0,0,0,0,1,1,1,2,52.53836,220.1149,5431.77178,4,4,4,3,2,4,5,4,No
5642,1,2,72,69163.69,0,1,4.150543,16,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,64.91322,172.4555,5715.030445,5,5,4,3,4,3,3,3,No
849,2,2,27,22864.34,0,0,12.50317843,11,0,1,0,0,0,1,2,1,0,0,1,1,0,0,1,1,2,4.313377262,149.984492,824.8053885,4,3,3,3,4,2,3,4,No
1333,0,1,18,29822.31,4,1,11.72310409,14,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2,16.53244292,147.442069,1727.882293,3,3,3,2,4,2,3,2,Yes
9059,1,3,41,46184.74,4,0,15.47722,13,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,61.85639,147.4783,5332.977438,3,2,3,3,4,2,3,1,No
2297,2,2,48,28861.44,2,1,11.95606,11,1,0,0,2,0,1,1,1,0,1,1,0,1,1,1,1,2,8.079294,245.132,1403.556394,4,4,4,4,3,4,5,5,Yes
4430,0,1,18,11574.18,0,0,9.20065,12,1,0,0,0,1,0,2,1,0,0,0,0,1,1,1,1,3,2.382538,187.6422,788.1036301,3,4,3,5,4,5,3,4,Yes
8241,2,1,45,20316.98,1,2,8.020199,12,2,0,0,2,0,1,1,1,0,0,1,0,0,1,0,1,0,55.29606,159.9349,4824.342843,3,4,4,4,4,3,3,4,No
5538,0,0,79,38096.62,1,1,9.709458,6,2,0,0,0,1,0,2,1,0,1,0,0,0,0,1,0,2,66.17528,117.4835,5639.931173,4,2,4,4,3,3,4,3,No
2051,0,0,50,630.24,3,1,9.50503,13,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,6.025694,152.4798,892.5309234,4,4,3,4,3,3,3,4,No
1423,2,1,89,38227.48,3,0,8.849510435,14,1,0,1,0,1,1,2,1,0,0,1,1,0,1,0,1,2,5.68109955,139.981577,738.9464573,3,3,3,2,5,2,1,5,Yes
7158,2,3,49,24284.4,2,0,6.965337,13,2,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,68.93442,162.4676,6505.956504,2,3,3,5,3,3,4,3,No
1597,2,4,64,9041.08,2,1,8.877390965,5,1,2,0,2,0,0,1,1,1,0,0,1,1,1,0,0,2,6.605815722,194.976769,1018.373473,2,2,3,4,2,3,3,3,No
9558,1,4,59,59794.64,4,0,4.836911,14,3,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,2,60.7205,144.9889,5838.500288,4,4,3,5,3,4,3,2,No
5756,1,3,69,79594.91,3,0,9.604892,16,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,2,47.43916,129.9483,4526.335532,4,3,4,5,4,3,2,5,No
1978,1,1,49,27720.0,4,1,12.17826323,9,2,1,0,2,0,0,0,1,0,1,1,0,1,0,0,0,2,16.01233793,129.977753,2010.958936,3,2,3,4,4,3,2,3,No
1429,0,3,28,24984.75,0,0,9.103936329,20,2,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,2,16.78883402,204.963371,1982.607316,2,3,3,4,2,2,3,3,Yes
2939,0,3,27,9791.48,0,1,11.15522,15,2,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,2,7.129721,114.9728,905.0282527,4,4,4,2,5,4,4,4,No
4853,0,1,39,19937.92,2,0,8.998128,16,2,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,3,6.649321,242.6326,1211.694229,4,3,4,4,4,4,6,5,Yes
461,0,0,34,48005.75,0,0,7.794425904,9,2,0,0,2,0,0,2,1,0,1,0,0,1,0,0,0,0,13.90000955,95.005709,1266.503765,2,3,2,3,3,4,1,4,No
9522,2,0,71,20168.84,3,0,11.6179,9,2,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,3,60.33663,275.1198,5498.125633,3,2,3,3,4,4,3,3,No
5896,0,0,34,7936.05,1,1,10.89278,7,2,0,0,0,1,0,2,1,0,1,1,0,0,0,1,1,2,56.28159,139.9792,5070.792059,3,3,2,5,3,4,4,4,No
9318,2,0,74,62602.89,2,1,14.012,16,2,1,0,2,0,0,1,1,1,1,1,1,1,1,0,1,1,63.10868,219.9902,5661.364423,5,4,3,3,5,2,4,4,No
3850,0,3,85,72791.51,3,0,9.218716,12,2,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,5.446201,179.9656,589.6981979,3,3,4,4,4,3,4,2,No
6866,0,2,81,15094.07,3,1,9.034045,14,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,65.55327,152.4798,5730.023775,4,4,5,3,4,5,3,5,No
6517,0,0,62,60981.45,3,0,11.4928,11,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,3,64.02167,242.6326,5806.466997,3,4,3,2,4,3,4,3,No
6848,0,2,68,113002.5,4,0,10.21959,16,1,0,0,2,1,0,1,1,0,0,0,0,0,1,0,0,1,52.17722,137.4392,4469.238447,3,3,5,3,2,2,3,3,No
7627,2,0,66,71013.32,3,0,10.20091,9,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,56.01076,154.9755,5396.171943,3,4,3,4,3,3,2,4,No
3006,0,0,80,14433.56,0,1,8.733939,12,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,13.46637,255.1198,2088.717973,2,3,3,3,4,1,4,1,Yes
5557,2,2,39,31680.79,3,0,11.12098,11,1,2,0,2,1,1,1,0,0,1,0,0,0,1,0,1,1,63.05008,139.9568,5530.421045,3,4,4,3,3,5,3,4,No
7996,0,0,78,26077.57,0,0,8.413018,9,3,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,3,51.68157,119.9568,4822.96735,3,3,4,2,3,2,3,5,No
2640,0,0,82,43867.04,2,2,9.438856,12,2,0,0,2,1,0,0,1,0,0,1,0,1,1,1,0,1,3.82548,222.6143,1134.14173,3,5,5,3,3,3,3,6,Yes
1614,0,2,38,30756.94,2,0,5.149963811,13,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,9.217596711,184.978458,1265.78479,3,2,2,4,3,4,4,4,No
8032,2,0,75,29611.97,4,1,12.17266,13,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,2,58.17852,255.1336,5849.55113,5,4,4,4,4,5,5,4,Yes
8035,0,4,84,33883.79,0,0,11.80989,13,1,0,0,2,1,1,0,1,1,0,1,0,1,0,1,0,2,67.44709,194.9525,6277.155334,6,5,5,2,3,6,3,4,No
6468,2,2,81,32891.71,2,0,6.83233,17,0,1,0,0,0,0,2,1,0,0,1,0,0,1,1,1,0,60.88203,197.6288,5495.323342,3,3,4,4,4,3,4,2,No
8877,1,2,74,23288.67,3,1,15.27908,14,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,46.55186,137.4872,3964.578207,3,4,4,3,5,2,4,3,No
33,0,5,74,25942.1,3,1,11.13156721,8,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,2,20.89923386,174.958118,2680.762173,5,5,4,3,5,3,4,1,Yes
627,2,4,35,25934.55,3,1,6.569174155,11,2,0,0,0,1,1,2,1,0,1,0,1,0,0,1,1,3,15.37394197,130.006414,1829.923575,1,2,3,3,4,3,2,4,No
5656,0,1,89,43120.73,3,0,11.4493,9,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,3,57.40724,220.1149,5545.047634,4,2,4,6,2,3,5,6,Yes
2050,1,4,60,14646.58,1,0,16.47207,13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,11.5352,172.4567,1680.552794,3,4,2,5,3,3,3,5,Yes
3588,1,1,26,43656.7,2,1,7.144546,8,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,3.895605,112.4551,506.5377808,3,2,4,3,2,3,3,3,No
35,1,1,52,8283.29,2,1,13.80362698,11,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,1,3,5.478588204,162.483267,1209.961168,4,2,3,4,3,3,4,3,Yes
7957,0,2,85,64849.52,3,0,6.613346,10,3,1,0,0,1,0,2,1,0,0,1,0,0,0,1,0,3,55.57772,137.4616,4749.988334,4,4,4,5,2,4,6,4,No
5136,2,1,44,31121.82,0,1,6.342824,16,1,0,1,0,1,0,2,1,0,1,0,1,1,0,0,1,3,45.45067,107.5286,4017.126949,3,4,3,3,4,3,3,3,No
686,2,1,27,16593.59,1,0,6.306089367,11,0,1,0,2,0,0,0,1,0,0,1,0,0,0,1,0,2,9.586248224,149.937833,1554.416773,4,4,4,4,4,4,3,3,No
2498,1,2,85,24604.91,4,1,7.787876,14,3,0,1,2,1,0,1,1,0,0,1,0,1,0,1,1,2,5.714937,182.447,750.9484926,4,4,4,3,5,1,5,3,No
8935,0,0,53,15125.59,4,1,9.129946,8,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,70.47803,222.6281,6857.525674,3,3,3,4,3,4,4,5,No
4334,2,0,48,54174.87,3,2,6.931743,11,2,0,0,2,0,0,0,1,0,0,0,1,0,0,1,0,0,1.347728,139.965,767.0616095,1,3,2,4,2,5,4,4,No
7446,2,1,75,71117.01,3,0,12.01013,9,1,1,0,2,1,1,1,1,0,0,0,1,1,0,0,0,0,41.4761,137.4872,3432.332098,2,2,2,3,5,2,3,2,No
9966,1,0,38,35053.42,3,0,10.57011,14,2,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,3,61.28212,184.961,5870.569243,3,2,4,4,2,5,4,4,No
5311,0,1,32,11048.74,1,0,13.0051,14,0,0,1,0,1,0,2,0,1,0,1,1,0,1,1,1,0,71.0031,242.6573,6611.587446,2,2,3,3,6,3,3,2,No
7703,0,0,45,8589.52,0,0,9.5756,17,0,1,0,2,0,0,1,1,1,0,1,0,0,0,0,0,0,59.93377,167.4564,5088.760007,3,2,3,2,4,4,3,2,No
4160,0,4,88,47792.78,2,1,9.011614,7,3,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,2,2.735806,182.4538,537.4400071,5,4,2,4,4,3,4,4,Yes
2787,2,1,59,18670.89,4,0,7.154983,12,1,0,0,2,1,0,0,1,0,0,1,0,1,0,0,0,3,20.22924,127.4601,2166.207365,3,4,3,2,3,4,4,3,No
4884,1,1,51,20845.79,4,1,2.53911,11,2,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,2,17.58224,197.4876,1964.367635,4,4,5,3,4,4,3,4,No
6486,1,0,71,10542.11,4,1,10.15175,11,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,2,66.57869,184.9634,6289.493619,5,6,4,3,4,6,6,4,No
419,2,2,84,60476.86,3,0,8.763218085,9,0,0,0,2,1,0,1,1,0,0,1,0,0,0,1,1,2,6.325942162,169.937833,717.6823944,2,3,3,2,4,4,3,3,No
8587,1,0,77,58131.94,3,0,8.813439,15,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,3,71.59338,207.6094,6230.543177,4,5,3,1,5,3,3,4,No
8108,0,4,89,34534.92,3,0,8.571698,13,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,2,62.58001,182.4538,5390.61261,4,3,3,4,4,5,3,6,No
472,1,2,34,13378.22,2,1,11.56147327,15,3,0,0,2,0,1,2,1,0,0,0,1,0,1,0,1,3,4.135515169,117.485813,776.4780765,1,1,2,3,4,3,2,3,No
1579,0,0,43,9088.08,1,0,6.335681954,14,1,0,0,1,0,0,2,1,1,0,1,1,0,1,1,1,1,1.760409672,242.657291,871.1409059,2,3,3,3,3,2,3,2,Yes
8040,2,1,66,101307.0,3,1,11.15453,13,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,67.86978,154.9618,6364.89034,1,2,2,3,4,2,4,3,No
8637,1,1,71,30935.61,4,1,5.034833,10,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,2,71.3757,169.9741,6129.316509,4,5,3,4,2,5,5,6,No
5536,1,2,49,27386.18,2,0,11.69753,13,0,0,1,0,1,0,2,1,1,1,1,1,1,0,1,0,2,65.41235,197.5169,5910.47033,3,4,3,3,2,3,3,4,No
4911,1,0,82,13148.1,3,1,11.72484,13,0,0,0,2,1,0,1,1,1,1,1,0,0,1,0,1,2,6.135015,194.9581,877.3671989,4,3,3,3,4,3,3,4,Yes
6933,0,3,23,18662.94,1,0,10.81617,9,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,68.56426,172.4885,6463.371502,3,4,3,5,3,4,4,4,No
9058,1,1,68,14475.95,2,1,15.76032,13,1,0,0,2,0,0,2,1,0,0,1,1,0,0,0,1,1,41.18372,114.9976,3603.27849,3,3,3,5,2,3,3,3,No
3968,2,5,57,25220.46,4,1,12.36764,17,1,2,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,5.500175,154.9618,1407.105672,3,3,3,3,2,3,5,5,No
8289,2,2,76,29993.81,4,1,6.909162,13,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,2,68.47117,147.4783,5811.727081,3,3,3,4,4,4,3,2,No
1735,2,1,66,43551.35,1,0,9.082948983,10,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,2.405574983,172.470522,901.2877149,5,6,4,4,5,4,5,4,No
9505,0,2,66,97499.39,3,0,10.90873,12,1,0,0,0,0,1,2,1,1,0,0,1,0,0,0,1,0,53.37805,125.0073,4535.472251,2,2,2,3,3,3,4,5,No
3214,2,2,19,15662.37,4,0,9.092051,12,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,2,9.688639,207.6094,1409.932665,4,2,2,4,3,3,4,4,No
3938,0,0,75,11611.46,3,1,5.824936,14,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,3,2.326316,222.65,768.9098018,4,5,5,3,3,2,4,5,Yes
4424,0,1,75,5678.51,0,1,10.69562,13,0,1,1,2,0,0,0,1,0,0,1,0,0,1,0,1,2,1.970645,139.9349,856.222981,3,3,3,3,6,2,3,3,No
6084,1,0,71,27376.4,2,0,9.480862,14,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,1,62.83437,140.0049,5239.916322,3,3,3,1,4,3,5,4,No
4728,0,1,44,49425.3,1,1,7.762996,16,2,1,0,2,0,0,1,1,0,0,1,0,1,0,1,1,2,5.971951,182.447,875.6471402,3,2,4,3,3,3,3,4,No
1916,2,0,46,12650.67,2,1,6.411211074,9,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,4.385448215,172.462354,758.0522649,4,4,5,3,3,4,3,4,No
9415,0,0,68,14339.8,3,0,11.78497,13,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,70.90623,179.9476,5978.10151,4,4,3,2,4,2,1,4,No
3497,2,4,63,32997.15,0,0,7.338415,9,3,0,0,2,1,0,2,1,0,1,1,0,0,0,0,0,2,4.565947,104.9923,619.4159878,3,2,3,4,3,5,4,2,No
1647,2,0,18,61967.75,4,1,12.35416052,10,0,0,0,2,0,0,1,1,1,0,1,0,1,0,1,0,2,9.958831629,214.952509,1328.734281,4,4,5,4,4,4,4,4,No
3841,2,5,41,50083.6,2,1,11.1957,14,2,2,0,1,1,0,2,1,1,0,1,0,0,1,1,1,0,9.742042,230.1344,1647.527241,4,4,4,4,3,4,3,6,Yes
3543,0,1,85,24352.1,2,0,12.44739,15,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,2,13.08183,220.1323,1525.934554,2,3,3,2,3,2,2,3,Yes
9394,0,0,59,46489.09,1,0,10.26142,13,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,2,63.28819,197.4876,5570.11497,3,4,4,3,4,3,2,3,No
7412,0,0,81,25971.15,0,0,14.92648,8,1,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,64.63454,127.4738,5782.589893,3,3,4,3,3,3,3,3,No
9222,0,2,47,35476.64,4,0,7.915823,10,2,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,68.00557,162.4713,5924.499555,3,3,4,2,4,3,4,5,No
6364,2,1,44,26141.69,0,1,9.128373,16,1,1,0,2,0,0,1,1,0,0,0,0,0,1,1,1,2,71.1184,207.6094,6377.657916,4,5,4,3,4,4,5,4,No
4025,1,3,36,34235.37,2,1,10.39631,10,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,14.91488,92.45514,1851.710555,2,1,2,3,4,3,2,2,No
1348,2,0,56,3381.33,1,0,8.350691799,13,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,3,9.31669305,162.471255,1024.582571,4,3,3,3,3,2,3,3,No
9835,1,3,80,69312.38,2,0,7.77294,13,2,0,1,0,0,1,2,1,0,1,0,0,0,1,0,1,2,54.81081,107.4806,4751.67301,3,4,5,5,1,5,4,3,No
7601,1,3,85,77478.63,1,1,14.69711,16,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,2,50.09435,194.9581,4561.818178,4,4,5,4,4,3,2,4,No
2196,0,1,67,91825.37,3,1,12.69755,7,2,0,1,2,1,1,0,1,1,0,0,1,0,0,0,1,2,4.418468,137.4836,985.5470101,4,3,4,3,4,5,4,4,No
6422,0,0,57,13948.49,1,1,11.96174,9,0,1,0,2,0,0,1,1,0,1,0,0,0,1,1,1,2,67.77528,210.127,6105.525987,1,3,2,3,2,2,5,4,No
3087,2,1,75,11711.93,0,0,8.458642,9,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,11.81544,140.0049,1077.205282,4,4,4,3,6,2,4,2,No
8076,2,3,23,26214.55,0,0,11.16447,13,1,0,0,1,1,0,2,1,1,0,1,0,1,0,1,0,3,55.97831,182.4762,5093.145531,4,5,4,4,4,3,3,5,No
6860,1,0,42,95405.97,3,1,7.778604,13,0,0,0,0,0,1,2,1,0,0,1,0,1,0,1,1,3,51.77963,149.9707,4604.801873,4,5,4,3,4,4,4,3,No
6897,1,6,44,53049.26,3,0,10.66709,14,3,1,1,0,1,0,2,1,1,1,1,0,0,1,1,1,0,70.43382,232.652,6669.578632,3,2,2,4,3,4,3,4,No
3074,2,0,19,14090.14,2,1,11.48341,16,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1.689999,192.4567,553.9352596,4,4,4,3,1,6,5,4,Yes
8268,2,1,30,52758.91,2,0,11.46155,14,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,69.56109,182.4833,6037.093005,3,3,3,4,4,2,3,4,No
2158,2,0,51,44034.11,1,0,5.574893,9,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,2,2.830635,240.1149,753.4677251,2,3,4,5,2,4,3,4,Yes
4393,1,2,25,79402.83,1,2,10.51982,11,2,1,0,2,1,0,1,1,0,1,0,1,1,1,1,0,2,21.19498,235.1591,2458.677481,4,4,3,4,3,4,2,3,No
7081,1,3,57,31641.16,4,0,8.53421,14,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,66.82276,152.4742,6202.942408,3,3,3,3,4,3,2,4,No
6126,0,0,64,28409.36,4,0,9.8446,11,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,2,56.736,139.9512,5176.004699,2,2,4,2,4,3,3,3,No
712,0,0,18,23775.33,2,1,11.02449018,12,2,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,2,3.976305626,149.959755,743.4780761,3,2,4,4,4,3,3,4,No
9173,2,0,59,19224.86,3,0,13.26643,10,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,3,64.72745,94.97283,5758.399584,4,4,5,3,4,3,3,3,No
6219,0,3,88,123206.3,2,1,10.06248,8,1,0,0,2,0,0,2,1,1,1,1,0,0,0,1,0,2,62.8196,172.4848,5593.760801,3,2,3,2,5,2,2,2,No
6901,1,2,31,21071.67,1,1,11.09958,12,0,1,1,2,0,0,1,0,1,0,1,1,0,1,0,1,1,43.55176,204.9634,4181.937026,3,3,2,3,2,3,2,3,No
4220,0,6,30,31817.36,0,0,11.48473,11,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,2,1.923729,149.9778,577.0059283,3,1,3,4,4,3,4,5,No
405,1,4,48,25299.48,2,0,10.16142541,13,1,0,0,2,0,0,1,1,1,1,0,1,0,0,0,1,2,3.288124191,160.00128,627.0001275,4,3,4,3,3,4,3,2,No
4451,1,3,38,47890.17,1,0,12.17482,16,1,1,0,2,0,1,0,1,1,0,1,0,0,0,0,1,0,5.452285,147.4564,1153.463764,3,2,2,2,4,1,3,3,No
2700,0,4,38,33868.71,4,0,14.47447,12,1,1,0,0,0,0,2,1,0,1,1,0,0,1,0,0,3,8.436679,129.9763,1214.354546,3,1,3,3,3,2,4,4,Yes
8426,1,4,58,5026.38,1,1,12.23929,15,0,1,0,0,1,0,2,1,0,1,0,0,1,0,1,0,3,48.76309,129.9926,4409.527019,3,3,2,4,1,3,3,4,Yes
4788,0,1,61,78090.5,3,0,4.472985,6,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,3,7.334657,152.4742,1253.931577,3,3,4,2,5,4,3,3,Yes
1480,1,1,35,14953.78,2,0,13.83450553,9,0,0,1,2,0,0,0,0,0,0,0,1,0,1,1,1,1,3.784962992,200.132293,1341.595521,4,5,5,3,4,3,4,4,Yes
616,1,0,51,27537.94,2,0,5.702833154,16,2,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,3,3.484000437,184.963371,1138.169594,2,3,3,2,6,2,2,2,Yes
6301,2,0,71,43527.2,4,1,13.54491,15,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,3,60.59761,149.9778,5147.770743,2,2,3,2,4,2,2,3,No
8620,2,4,25,17781.91,4,1,12.07096,17,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,63.47229,137.4698,5973.523544,3,3,3,4,4,4,2,3,No
788,0,0,70,31138.29,2,0,12.0778957,8,0,0,0,2,1,0,0,1,1,0,1,1,0,0,0,1,2,9.322934248,159.979358,1358.491904,4,5,3,4,3,3,5,4,No
391,1,0,75,34474.39,3,1,6.02604588,11,2,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,3,15.35762157,262.610632,1842.258692,1,2,2,3,4,2,2,2,Yes
3102,0,0,50,16284.04,2,1,7.716878,15,0,0,0,1,0,1,2,1,1,0,1,1,0,0,1,0,2,8.33073,182.49,1171.237442,4,4,4,4,4,5,4,4,No
2872,1,4,39,38759.29,2,0,4.527242,15,1,1,0,2,0,1,1,1,1,0,0,0,1,0,1,1,0,6.699323,192.4567,939.6683701,4,4,4,4,2,3,2,3,No
8843,0,6,77,34343.05,0,0,14.22857,7,0,1,1,1,1,0,2,1,0,1,1,1,1,0,1,1,1,69.5048,165.0113,6205.183353,3,3,3,4,4,5,4,3,No
6619,2,0,55,14560.64,2,0,13.87342,15,0,1,1,2,1,0,1,0,1,0,1,0,1,1,1,1,1,52.41439,275.1198,4901.452536,2,3,4,5,2,3,3,5,Yes
6294,0,3,30,27770.71,3,1,17.15258,11,2,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,71.20584,207.6094,6492.293148,2,4,2,2,5,2,2,2,No
5037,0,1,59,31904.93,2,1,12.43822,13,1,1,1,2,1,0,2,1,1,1,1,1,1,0,1,1,3,48.57163,197.5169,4549.293713,4,5,3,3,5,4,3,4,No
8474,0,0,76,43216.69,2,1,2.61208,16,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,61.36647,195.0062,5351.472842,4,2,3,4,4,3,4,4,No
2679,0,2,62,21987.29,4,1,12.33937,14,3,1,0,0,0,0,2,1,0,0,1,0,0,1,0,0,2,7.495281,127.4586,968.8124201,4,5,4,3,3,4,4,4,Yes
4994,2,1,82,56646.45,3,1,8.933365,8,0,2,0,0,1,0,2,1,1,1,0,1,0,1,0,1,1,14.67731,152.509,1599.244733,3,2,2,3,4,2,4,4,No
5702,0,0,68,21216.13,4,0,11.75049,16,1,0,0,2,0,0,0,1,1,1,0,1,1,1,1,1,1,61.78729,247.6647,6106.678679,2,3,3,3,4,4,2,3,No
3163,0,4,37,76990.4,4,0,8.156206,15,1,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,4.540275,172.5104,769.9868737,4,3,4,4,4,3,3,3,No
172,1,0,38,49277.48,4,0,12.81260566,10,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,2,19.48900163,172.462354,1974.780054,4,4,4,5,2,4,4,3,No
